trial,cpp_slope_stim,cpp_val_at_t1,cpp_peak_resp,cpp_slope_resp,mrcp_mean,lrp_at_m100,lrp_onset,ideation_time,execution_time,total_time,n_strokes,pre_alpha,theta_planning,p1_amp,n1_amp,p3_amp,p3_lat,cnv_slope,cpp_slope,cpp_peak,cpp_peak_time,cpp_onset,cpp_auc
23,-3.5076654956366697,0.3038005496853622,0.5465122899557977,0.8575355297622984,0.09205482352362787,-0.8429652259287246,-0.8,0.47,,,0,4.766786337746945e-06,3.227364479668452e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.17560934111074195,0.7801819954767106,0.31,0.13333333333333333,0.027537820534421102
24,,,-0.7948482231295096,-1.432634753933472,-0.4480228105644814,-0.6448295762523382,-0.8,0.38666666666666666,,,0,6.882195258501187e-06,1.8495220364628255e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
25,2.3940147036490798,-0.14659419001948076,0.06960601232433196,0.978376786917868,1.8719935783370156,1.063716121610272,-0.8,0.35,,,0,6.042364267333349e-06,3.322941927147812e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
26,-0.4323273331549177,-0.0043866889191779,0.22780726735024323,-0.6414019865391528,-0.9652583984670529,0.19405287500284138,-0.8,0.44,,,0,5.8659908429264845e-06,4.182292843384079e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.7971851588196206,0.7466165641041769,0.42333333333333334,0.24666666666666667,-0.038021819750398665
27,-1.0109679482507263,0.09470478150082416,0.1720258324016944,-1.7878385089911855,-0.2784123800036344,0.35259370714836347,-0.8,0.57,,,0,5.780894770205044e-06,3.166520274684292e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.42038263372367696,0.6900662955438349,0.57,0.06666666666666667,-0.012000601539968644
28,0.8756815653604832,-0.4879775767358232,-0.36941364214695527,1.2761107407159142,-0.1626791851565152,-0.14359117919890402,-0.8,0.85,,,0,3.2933709415961893e-06,3.936310105367999e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.6408043671934154,-0.1920221400879962,0.6666666666666666,0.0033333333333333335,0.15898319249250814
29,,,-0.4328428815104863,0.6127427496811009,-0.22787349861400488,1.9338644450910527,-0.8,0.6866666666666666,,,0,4.504426815732336e-06,3.594503525159365e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.1701106225346387,0.2967787528196144,0.5466666666666666,0.4066666666666667,0.11184062628300631
30,-0.6307498458375945,-0.22626228545843124,0.2195108940087578,-0.5661300553002614,0.024026470050701743,-1.8195475228808287,-0.8,0.3333333333333333,,,0,4.043479967464765e-06,2.900268619409574e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
31,-1.0170585310009073,-0.30316366218026114,-0.01421553024636759,1.2330827872854442,-0.2135311852725159,-1.9661849516824323,-0.8,0.6,,,0,5.403439367409972e-06,3.547827029406166e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.09335362940203468,0.1020760393652641,0.3233333333333333,0.48,0.016050352163898007
32,7.6696892890687325,0.6308919487811453,0.7823801776462205,3.298768344378345,-0.008961127192537085,0.6238330799849905,-0.8,0.4,,,0,4.5516285955793174e-06,6.667336366541887e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
33,7.770192166922251,-1.3052714366979448,-0.8854138859878427,-2.669517079022245,0.08019132270784488,-0.4486598573488141,-0.8,0.38666666666666666,,,0,6.079662082997914e-06,7.428563331432092e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
34,0.13200710640507943,-0.6141465326395528,-0.4750313081750045,0.571771250463233,-0.5336218793921921,0.3619433811307066,-0.8,0.37,,,0,5.009298666656517e-06,2.59794336744362e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,,,,,
35,0.38182012797734055,-0.4840546645433158,-0.17395484081890278,0.7877328333335663,-0.30065242102180706,-1.2776354968682166,-0.8,1.8466666666666667,,,0,6.083816579098331e-06,3.203324221517392e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.6374379849928303,1.0738906188752844,1.64,0.013333333333333334,-0.19275468650633742
36,-0.5848206658447391,-0.25461192927492793,-0.03774548051664043,-1.977966545727838,0.06649200346752517,-0.18741167636426032,-0.8,0.87,,,0,3.9274329011770795e-06,2.8637117478329766e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.16349473102523746,1.2008718891284398,0.6766666666666666,0.3233333333333333,0.10769595149420427
37,3.550577309831214,-0.16253388440412692,0.022949867257564635,0.01551083967348578,-0.4947369141986858,0.6213398978545569,-0.8,0.6333333333333333,,,0,5.648646172828493e-06,4.9616749310517775e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,5.878846586465916,0.4755212900240847,0.6133333333333333,0.11,-0.32669708793398666
38,0.08084386904477842,-0.05916019913657215,0.1438275904140377,-0.36899874747274053,0.4350599682716459,0.3000917636846985,-0.7933333333333333,1.4,,,0,4.132931508459311e-06,3.135932557066489e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.5265551850425173,0.3762958716096359,0.45,0.11333333333333333,0.6724895154150641
39,1.5259047236543062,-0.8685254634287268,-0.6699815142263129,0.42254852422942274,-0.2426375050919964,0.7392382498422739,-0.7966666666666666,0.8333333333333334,,,0,5.3354090015116025e-06,2.7996147235844413e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,2.22140276594098,-0.3155246981987333,0.8333333333333334,0.83,0.5300876716152885
40,0.6100220654366229,1.1607755284215224,1.2771333962928162,1.8245963252185298,0.22022522974951556,0.48520210678081177,-0.7866666666666666,0.7366666666666667,,,0,4.3829200102328125e-06,3.3481170334953225e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.9876846017916663,1.5176493581666592,0.5433333333333333,0.09,0.19385436205886286
41,0.26433066763431584,-0.20840595858796157,-0.1049297050814685,-0.4945126112373012,-1.0629742055932583,-0.1543559577585456,-0.8,1.4333333333333333,,,0,4.028097036045066e-06,3.057335928965762e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.30367767722625494,0.6035202790034938,1.35,0.13333333333333333,0.5405840711462556
42,-0.15030176855070995,-1.2544630886367352,-0.9559421360868948,-0.6813131299188612,0.16697582789595553,-0.7362344505732363,-0.7933333333333333,1.15,,,0,4.896684497167784e-06,4.569761759632819e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.014670923461028796,-0.5366148250747431,1.09,2.34,0.2536551076085901
43,2.4352367713461396,1.1529201890786178,1.1751413659334533,-0.7230488936357925,0.04822104125689548,-2.187527767686617,-0.8,0.7366666666666667,,,0,5.038505317152344e-06,2.6696905720455718e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.5509724022150642,1.5597438307886953,0.5566666666666666,0.07333333333333333,0.018271876570620644
44,0.0836742932872241,-0.444974670738453,-0.2217165115793383,2.5271971729861518,-0.6926425398288268,-0.1258395280359266,-0.8,0.8666666666666667,,,0,3.2003421811594316e-06,5.610205881851413e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-4.310887891090336,0.1978643892143058,0.32666666666666666,0.11,-0.7290896316733694
45,5.3220990880850705,1.4154308267429254,1.4440753225863243,12.32018421680818,-1.346034644319844,-0.609787369578033,-0.8,0.4666666666666667,,,0,5.830754682641331e-06,6.365096991577087e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,5.1489458407051725,1.8450836320272244,0.3566666666666667,0.06,0.0918142960710487
46,-1.9549277943704904,6.3082984633889865,6.024734329693134,-7.531588609864117,0.1221371639654728,0.34170129902712076,-0.8,1.3,,,0,4.138063174671484e-06,3.2351888413214795e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-2.0221003767939854,10.084513437662556,0.32,,-1.4957625013938531
47,-1.3397149727726918,-10.412342020995393,-9.076291686929501,-3.0511038844570875,0.8207222136842495,-0.5161081605198644,-0.8,0.45,,,0,6.03056234942372e-06,2.1912936941160133e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-4.5846056509278394,-9.183290780738087,0.3566666666666667,0.29,-0.05418323339035027
48,3.2882723739945763,-0.2612920023657633,-0.0555064555168809,3.142861083423607,-0.11596436808887443,0.6037473774127811,-0.8,1.2833333333333334,,,0,5.57930896016443e-06,3.431690114121031e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,2.0387548719950273,0.6893365241039234,1.12,0.023333333333333334,1.1910083605520352
49,-0.561965805927155,0.5248253942354689,0.7298335198820292,1.309995360282435,-0.35197365827328037,0.102906120553115,-0.8,0.8233333333333334,,,0,6.240692632437423e-06,3.0280422687749145e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.983316612229701,1.2544706330219906,0.41333333333333333,0.27,-0.09462904304217716
50,-0.2380561943766846,-0.23496716924615318,0.035445015245385084,0.18239161494326117,-0.0981351649538063,-0.6943566440722009,-0.8,0.8,,,0,5.072280315365682e-06,3.39090819318029e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.24952253709941039,0.28196215201746005,0.75,0.8266666666666667,-0.20005989612944897
51,-0.717461658911987,-0.19705414798689408,0.043143788544044825,1.7196032848632414,-1.611700256476123,-1.3769228702128111,-0.7666666666666667,0.5033333333333333,,,0,5.443883173343197e-06,6.941322090507147e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-5.047367864947095,1.0531827434390164,0.3333333333333333,,-0.06140364227577758
52,-1.3809914782252424,-1.3979465936969289,-1.035109768851495,-1.5374718004142618,0.8119724543297541,1.0431728529132993,-0.8,0.6366666666666667,,,0,6.109057193458844e-06,2.801045862369392e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.13910888016529177,-0.927992007286507,0.38666666666666666,1.5,-0.0003874479156129342
53,-5.68151770847757,-0.46268176436713754,-0.17887475006889475,-0.5078896552701371,-0.09412336610393751,-0.6882969872558028,-0.8,1.25,,,0,5.72204115674732e-06,3.896912148437434e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.4907525012849765,0.25679332901629953,0.30666666666666664,0.023333333333333334,-0.6215967302131191
54,-6.2487426321244195,0.9734041899309926,1.1825128200803905,5.017417503339628,0.14778950913017894,-1.0916353288124738,-0.78,0.5033333333333333,,,0,3.141410263214801e-06,4.8549930837626936e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-2.210221703516881,2.2868726434472326,0.35,0.0033333333333333335,-0.08628658482088433
55,5.319311717792048,1.281204158925877,1.5298980572408984,-4.117598660418007,0.18368975007792981,-0.5124866460963134,-0.8,2.0833333333333335,,,0,5.6941938635704326e-06,4.191808865468757e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.15494873229862113,2.5823686298353374,0.6233333333333333,0.07666666666666666,8.488011323083745
56,2.4899025285977894,0.17646277676867106,0.3706125106057085,-0.3579845092288083,-0.10493730677014856,1.2176372689792052,-0.7933333333333333,0.4166666666666667,,,0,5.422757980854074e-06,4.508017482275795e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.8910966316407074,0.17572548490553733,0.41333333333333333,,0.0071579902181226045
57,2.289724007121341,-0.13766190298230815,0.2688694252988775,-1.3347064805739322,-0.3992855644529049,2.1349295908667236,-0.8,0.43333333333333335,,,0,4.492726863024938e-06,2.8252384187045077e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-32.46161526196521,-0.00892679475638519,0.31,0.016666666666666666,-0.21033416445105296
58,27.163334657761286,1.5618129483004437,1.88402378630523,23.123774437546963,-2.6289099726918157,6.892311924268288,-0.8,0.95,,,0,4.510471078664459e-06,1.556732843156371e-05,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,11.255476613976022,2.9027053331950396,0.7366666666666667,0.4166666666666667,4.605796465316128
59,0.02916549161267522,0.6474891187271936,0.7125128903852906,-0.1896727789969498,0.8758017217575684,-1.1993306098079937,-0.8,0.48333333333333334,,,0,5.020194275355158e-06,2.5851498967802594e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.549510692805578,0.9937598640917655,0.4066666666666667,0.38333333333333336,0.10521649820413907
60,1.079988524377678,0.8899784947425396,1.0213759968800233,1.1272745091808,0.32884300655271553,-1.6538357286007341,-0.7866666666666666,1.47,,,0,3.4612532238368606e-06,1.8580761373117145e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.750205325275135,1.464016303890551,1.0,0.0033333333333333335,-0.21224194189287487
61,0.4102975483122904,-1.0443964685439215,-0.8531652497037281,-0.900810974688789,-0.20533872194297328,2.7500825542721383,-0.8,0.65,,,0,5.555018835833737e-06,1.6289394467356207e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.2047839949605497,-0.5725323371424467,0.6166666666666667,2.62,0.02027004532314079
62,0.6896186163949445,0.3907042081011599,0.5484719149142513,0.5632700245877009,0.5098304836143532,0.7492878057489184,-0.8,1.22,,,0,4.62761611108628e-06,3.183408502578935e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.515251643080852,1.1567310621139921,1.0166666666666666,0.11,0.23211592394222352
63,1.208928381338098,1.2246713249784897,1.4797360117923986,0.8810162450973198,-0.20676743500267103,-1.7244893680018358,-0.8,0.65,,,0,3.8144530727322923e-06,3.042099014169759e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,3.2425888955552478,2.0438226760696048,0.61,0.5133333333333333,0.07380647532371588
64,-4.704821126965033,1.590226428801192,1.580341225062079,-0.16725097678489953,-0.0076018513074280255,-0.4517348123980674,-0.8,0.7333333333333333,,,0,4.630470888979404e-06,2.24737859291604e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.5936335672304968,2.2582650623542513,0.72,0.05,-0.046610746891795805
65,1.6679322285872407,0.11610899141563556,0.3845146124132999,0.14312779369790282,-0.058839850467663324,-0.34589504007209776,-0.8,0.5666666666666667,,,0,4.460066663171106e-06,2.7671607333698774e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,10.2900196182214,0.08127929483962956,0.54,,-0.39024464554479
66,0.9193255354101406,-0.6193304269323717,-0.20708714940692122,1.0802948964537689,0.3541770522220601,0.30786061472989584,-0.8,0.5,,,0,5.630481084271179e-06,2.908465168962707e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.9209284456741824,-0.22554610983251713,0.4666666666666667,0.02,0.10555969748795598
67,0.8335953882670447,-0.02397659178183502,0.21931543659799768,0.3704948463412735,0.23290777501784554,0.178676078141201,-0.79,4.886666666666667,,,0,4.1230749768912254e-06,1.9812100286777468e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-0.03518695884616353,1.1487166766028516,1.4633333333333334,0.09666666666666666,0.9830673295840713
68,0.8615293125491047,-0.6459925784679975,-0.5169441397438342,6.944087574504843,-0.9478773160084771,1.2815618392379686,-0.8,2.1033333333333335,,,0,3.6855737162358896e-06,9.419946155653458e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,1.0205396089065146,0.5399795299242108,1.8333333333333333,,0.8405605197864268
69,2.913608471599834,-0.7326815581847506,-0.34948187896574046,0.8533598392837324,-0.007246839751106598,1.15563777837136,-0.8,0.4033333333333333,,,0,3.3572509683872453e-06,4.354165762394814e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,23.226448242288612,-1.394387905222441,0.4033333333333333,1.98,0.15196835358389577
70,0.9605370726124347,0.6780853733476074,0.7897028514758963,1.119375471497902,-0.5279567417037474,-0.09531919803919585,-0.8,1.4133333333333333,,,0,6.93127381033603e-06,6.22293038800908e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.4031687450657998,1.7266891068487813,0.9533333333333334,,0.4154605564052244
71,1.1342704379555448,-0.014415440117514958,0.19510396276952824,0.13469925139958794,-1.2329287427767213,-2.1813218428927494,-0.8,0.57,,,0,4.081708215293132e-06,3.3131666312864387e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,-16.589147255973618,0.5500127695362889,0.34,,-0.19755496061765987
72,5.976084101126836,-0.7490024320785336,-0.44587537621543105,1.1464242766274486,0.5828852223664338,0.5427738663654905,-0.8,0.42,,,0,5.601797683579847e-06,4.879450078701609e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,2.543540995205352,-0.40130712677817265,0.3466666666666667,2.6566666666666667,0.010353996894879623
73,0.14650087886174903,-0.39466492263490394,-0.0975553108645553,1.0083758706614243,0.2776958807743008,-0.7708999345951327,-0.8,0.8666666666666667,,,0,4.699297245301262e-06,2.503804577023546e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.9445681314567276,0.6543760117824323,0.8033333333333333,0.2966666666666667,0.12646716007740896
74,3.1259076042831326,0.9009492883016249,0.8441094851722067,1.736303038431737,-1.2248177743370359,-0.04667027758537338,-0.8,0.95,,,0,5.361390444199032e-06,4.444616482377316e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,2.535177513627456,0.2764349833218805,0.91,0.9833333333333333,0.7132669380418956
75,11.45735982597512,0.5209880524944598,0.49618394116380826,10.927416130244545,0.35258958372103294,-0.25538290045624895,-0.8,0.5166666666666667,,,0,3.834889100854179e-06,8.183033291302005e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,8.072292891139021,1.0300138778356727,0.4666666666666667,0.45666666666666667,0.2949050310913187
76,0.661594607841792,-0.6735669702962267,-0.22287136680438926,-1.1149843458612185,-1.0603458861186932,-0.2571477912036785,-0.8,1.25,,,0,3.359932002242766e-06,5.0589692775384805e-06,-0.4926265987355733,-0.5435008705784423,-0.22662572727062452,0.4766666666666667,,0.5150977816572908,0.4764943012821573,0.6133333333333333,0.45,1.6331679209716772
